symphony,1901435,1.3,0.003981585168595247,257,3:44:48
symphony,3766854,1.4,0.003210759071908887,300,17:21:25
symphony,3922712,1.5,0.0026527854246959307,20,23:12:29
symphony,4426264,1.6,0.010466988727858293,61,3:47:55
symphony,4851146,1.7,0.016887775822390688,48,20:00:47
symphony,5011811,1.8,0.020573701712403268,18,22:56:58
symphony,5141039,1.9,0.022002666989938174,17,12:45:05
symphony,5659068,2.0,0.023195728311419878,53,12:30:10
symphony,6431982,2.1,0.02082637836727357,72,13:26:30
symphony,8338001,2.2,0.02013722041958735,166,14:05:18
symphony,8882931,2.3,0.019959736816262397,41,23:28:22
symphony,9564803,2.4,0.01969619885166073,55,20:49:58
symphony,10075552,2.5,0.0195409205624324,34,22:42:38
symphony,10466130,2.6,0.01932217891434547,26,23:24:10
symphony,10837952,2.7,0.019257188876782416,23,15:43:06
symphony,11169916,2.8,0.019017988724882452,21,8:58:12
symphony,11453102,3.0,0.01878379002818724,19,2:40:17
symphony,11887954,3.1,0.01847433362874088,28,22:18:52
symphony,12216288,3.2,0.01823810485227808,21,1:09:32
symphony,12623532,3.3,0.018039807397874277,26,22:15:39
zipkin,3372628,1.1,0.2608950328022493,1
zipkin,3546404,1.2,0.27642825011246064,25,2:30:56
zipkin,3623363,1.3,0.28947103781174577,11,2:19:06
zipkin,3645074,1.4,0.22207962752939772,2,23:05:32
zipkin,3723595,1.5,0.23350543400747353,9,20:04:04
zipkin,3779858,1.6,0.23289267945984363,8,17:46:17
zipkin,3916870,1.7,0.23395017057789724,17,16:25:21
zipkin,4014248,1.8,0.25343939166541596,12,12:33:28
zipkin,7726360,2.0,0.30806257521058966,377,14:52:15
zipkin,7972181,2.1,0.31028477075840855,20,7:50:03
zipkin,8074652,2.2,0.31142618472444855,8,7:39:01
zipkin,8488467,2.3,0.3207010684852389,33,1:19:47
zipkin,8699137,2.4,0.32106607440310936,16,2:02:41
zipkin,9828147,2.5,0.3359493561115206,88,14:57:48
zipkin,10133792,2.6,0.3364077249502035,19,4:17:50
zipkin,10442343,2.7,0.3373941593226197,21,18:48:45
zipkin,10828143,2.8,0.34961689878508234,25,6:15:10
jedis,1229839,2.7,0.1073613048610366,219,2:06:27
jedis,2173701,2.8,0.10661434447543851,208,22:53:30
jedis,4097891,2.9,0.11179313046885203,292,1:28:57
jedis,14113449,3,0.11179313046885203,801,8:41:24
mybatis-3,1331174,3.3,0.8069073783359497,561,7:47:36
mybatis-3,3051755,3.4,0.2534336338855106,331,14:28:51
dropwizard,5436813,1.1,0.8261528264368905,331,9:02:09
dbeaver,2657969,3.6,0.0,103,20:27:10
guava,4984232,21,0.09684270450166405,53,23:12:26
guice,581017,4.0,0.8303379892262954,78,8:52:35
guice,3471198,4.1,0.8410104945641927,631,23:02:01
xxl-job,3266835,1.3,0.0,124,8:02:47
xxl-job,3731452,1.4,0.0,66,10:27:02
xxl-job,4645058,1.5,0.0,110,18:57:57
xxl-job,5720232,1.6,0.0,120,0:39:35
xxl-job,6249809,1.7,0.0,50,2:48:25
xxl-job,7061976,1.8,0.0,75,23:58:26
xxl-job,9058320,1.9,0.0,165,2:18:37
pinpoint,1508970,1.1,0.370255335999373,51, 1:52:27
pinpoint,2168780,1.5,0.370255335999373,140, 21:17:49
pinpoint,4649379,1.6,0.373310494564193,354, 4:15:53
pinpoint,8556207,1.7,0.400878796561605,371, 20:52:45
auto,4404155,0.8,0.809478672985782,38, 22:13:21
auto,8814971,0.9,0.83478672985782,416, 9:31:02
auto,4410508,1.4,0.84838672985782,123, 17:49:45
auto,7399931,1.5,0.84933272985782,301, 22:18:32
spring-boot,12180115,2.1,0.0,46,12:03:28
webmagic,38265,0.3,0.15237467018469658,14,11:10:54
webmagic,86780,0.4,0.20616946505271377,63,20:52:24
webmagic,290763,0.5,0.26800047921408887,171,5:15:51
webmagic,4822837,0.6,0.3064778058462649,965,22:49:34
incubator-shardingsphere,3164983,1.2,0.8961415723817813,38,11:12:54
incubator-shardingsphere,3339525,1.3,0.9025787965616046,25,21:54:26
incubator-shardingsphere,4715467,1.4,0.9231553359993727,173,22:27:21
incubator-shardingsphere,6722955,1.5,0.8967845826190847,205,23:56:30
incubator-shardingsphere,8059801,2.0,0.8695393480098957,116,23:37:15
incubator-druid,980529,0.7,0.4832919555974089,259,21:12:26
incubator-druid,1541978,0.8,0.5589122626988199,140,23:59:37
apollo,5687586,0.6,0.5416613984068782,27,3:54:56
apollo,6238752,0.7,0.5416613984068782,52,21:10:12
apollo,6744868,0.8,0.5416613984068782,46,17:02:56
apollo,8120600,0.9,0.5416613984068782,121,3:26:25
apollo,12313426,1.0,0.5416613984068782,297,11:42:31
apollo,13259147,1.1,0.5474327628361858,57,22:22:19
apollo,14421730,1.2,0.5474327628361858,63,16:48:29
